source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,query_name
GO:BP,GO:0048522,positive regulation of cellular process,0.002364377645163685,True,"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5920,72,35,21026,0.4861111111111111,0.0059121621621621625,query_1,"['GO:0009987', 'GO:0048518', 'GO:0050794']","['PARP3', 'YTHDC2', 'CCAR1', 'RAD18', 'MBD3', 'OAS1', 'ACIN1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'FASTKD3', 'DEK', 'PARP2', 'MBD2', 'OASL', 'TBRG4', 'PARP6', 'MYOCD', 'PARP1', 'YTHDF1', 'HNRNPU', 'TIPARP', 'MECP2', 'PARP14', 'TNKS', 'MAMSTR', 'RNASE10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'ANG']","[['IDA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['NAS'], ['IDA', 'IMP'], ['IDA', 'IEP'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA', 'TAS'], ['IMP'], ['IMP'], ['IMP'], ['IDA'], ['IDA', 'NAS'], ['IEA'], ['NAS', 'IEA'], ['IDA'], ['TAS'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IMP'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS'], ['IEA'], ['ISS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'ISS']]",Fig3D_VertExpanded
GO:BP,GO:0006351,DNA-templated transcription,0.002424790281698643,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",3549,72,25,21026,0.3472222222222222,0.0070442378134685825,query_1,"['GO:0010467', 'GO:0032774']","['CCAR1', 'MBD3', 'BAZ2A', 'BAZ2B', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'SLTM', 'MYOCD', 'MBD1', 'PARP1', 'HNRNPU', 'SAFB', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'MRTFB', 'XRCC6', 'MRTFA', 'SARNP', 'ANG']","[['IEA'], ['IBA', 'NAS'], ['ISO', 'NAS', 'IEA'], ['NAS'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS'], ['IBA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['TAS', 'NAS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0010467,gene expression,0.0025707176999568765,True,"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, as well as translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]",9224,72,47,21026,0.6527777777777778,0.005095403295750217,query_1,['GO:0009059'],"['PARP3', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'TBRG4', 'SLTM', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IMP'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['IBA', 'TAS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IC', 'IEA'], ['IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:CC,GO:0000792,heterochromatin,0.00259502487230037,True,"""A compact and highly condensed form of chromatin that is refractory to transcription."" [PMID:32017156]",83,73,4,22149,0.0547945205479452,0.04819277108433735,query_1,['GO:0000785'],"['MBD3', 'BAZ2A', 'MBD2', 'MECP2']","[['IEA'], ['ISS', 'IBA'], ['IEA'], ['IDA', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0031491,nucleosome binding,0.002679077632060963,True,"""Binding to a nucleosome, a complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures."" [GOC:mah]",100,73,4,20246,0.0547945205479452,0.04,query_1,"['GO:0003682', 'GO:0044877']","['MBD3', 'PARP2', 'MBD2', 'PARP1']","[['HDA'], ['IDA'], ['HDA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0034063,stress granule assembly,0.0027195327344479952,True,"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a stress granule."" [GOC:mah, PMID:17392519]",34,72,3,21026,0.041666666666666664,0.08823529411764706,query_1,['GO:0140694'],"['YTHDF1', 'YTHDF3', 'YTHDF2']","[['IDA'], ['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0019730,antimicrobial humoral response,0.0027311419635244437,True,"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",159,72,5,21026,0.06944444444444445,0.031446540880503145,query_1,"['GO:0006959', 'GO:0140546']","['RNASE7', 'RNASE3', 'RNASE6', 'ANG', 'RNASE4']","[['IDA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:MF,GO:0003729,mRNA binding,0.0027993788350157154,True,"""Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."" [GOC:kmv, GOC:pr, SO:0000234]",389,73,7,20246,0.0958904109589041,0.017994858611825194,query_1,['GO:0003723'],"['YTHDC1', 'MBD2', 'YTHDF1', 'HNRNPU', 'MECP2', 'YTHDF3', 'YTHDF2']","[['IBA'], ['IEA'], ['IBA'], ['IDA'], ['IEA'], ['IBA'], ['IBA']]",Fig3D_VertExpanded
GO:BP,GO:0031348,negative regulation of defense response,0.002951191869007787,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."" [GOC:mah]",254,72,6,21026,0.08333333333333333,0.023622047244094488,query_1,"['GO:0006952', 'GO:0031347', 'GO:0048585']","['OAS1', 'OAS3', 'PARP1', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0060700,regulation of ribonuclease activity,0.002994292581581644,True,"""Any process that modulates the rate, frequency, or extent of ribonuclease activity, catalysis of the hydrolysis of phosphodiester bonds in chains of RNA."" [GOC:dph, GOC:tb]",7,72,2,21026,0.027777777777777776,0.2857142857142857,query_1,"['GO:0051252', 'GO:0051336']","['OAS1', 'OAS3']","[['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:MF,GO:0045322,unmethylated CpG binding,0.003090302579752915,True,"""Binding to uan nmethylated CpG motif. Unmethylated CpG dinucleotides are often associated with gene promoters."" [GOC:ai, PMID:10688657]",10,73,2,20246,0.0273972602739726,0.2,query_1,['GO:0043565'],"['MBD1', 'MECP2']","[['IDA'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:0001959,regulation of cytokine-mediated signaling pathway,0.003174165636691368,True,"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]",165,72,5,21026,0.06944444444444445,0.030303030303030304,query_1,"['GO:0009966', 'GO:0019221', 'GO:0060759']","['OAS1', 'OAS3', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0006281,DNA repair,0.0032160569542577424,True,"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]",621,72,9,21026,0.125,0.014492753623188406,query_1,"['GO:0006259', 'GO:0006974']","['PARP3', 'RAD18', 'PARP4', 'DEK', 'MBD4', 'PARP2', 'PARP1', 'PARP10', 'XRCC6']","[['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'NAS', 'IEA'], ['TAS', 'NAS'], ['IMP', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0006355,regulation of DNA-templated transcription,0.0033038863484524906,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",3409,72,24,21026,0.3333333333333333,0.007040187738339689,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']","['CCAR1', 'MBD3', 'BAZ2A', 'BAZ2B', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'SLTM', 'MYOCD', 'MBD1', 'PARP1', 'HNRNPU', 'SAFB', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'MRTFB', 'XRCC6', 'MRTFA', 'SARNP']","[['IEA'], ['IBA', 'NAS'], ['ISO', 'NAS'], ['NAS'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['NAS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:2000765,regulation of cytoplasmic translation,0.0033132334685322855,True,"""Any process that modulates the frequency, rate or extent of cytoplasmic translation."" [GOC:obol]",37,72,3,21026,0.041666666666666664,0.08108108108108109,query_1,"['GO:0002181', 'GO:0006417']","['PARP16', 'HNRNPU', 'YTHDF2']","[['IDA'], ['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,0.0033132334685322855,True,"""Formation of constitutive heterochromatin by a pathway that includes methylation of genomic DNA such as CpG islands."" [GOC:mah]",37,72,3,21026,0.041666666666666664,0.08108108108108109,query_1,['GO:0140719'],"['MBD3', 'BAZ2A', 'MBD2']","[['IBA'], ['ISO'], ['IGI', 'IBA']]",Fig3D_VertExpanded
GO:BP,GO:2000278,regulation of DNA biosynthetic process,0.0033640729065376983,True,"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]",92,72,4,21026,0.05555555555555555,0.043478260869565216,query_1,"['GO:0010556', 'GO:0051052', 'GO:0071897']","['PARP3', 'TNKS2', 'HNRNPU', 'TNKS']","[['TAS'], ['TAS'], ['IMP'], ['IDA', 'IMP', 'TAS']]",Fig3D_VertExpanded
GO:CC,GO:0099080,supramolecular complex,0.0034564990140086745,True,"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]",1448,73,14,22149,0.1917808219178082,0.009668508287292817,query_1,['GO:0110165'],"['YTHDC2', 'PARP4', 'FASTKD2', 'FASTKD3', 'DEK', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'FASTK', 'YTHDF3', 'YTHDF2', 'SARNP', 'FASTKD5']","[['ISS', 'IEA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['IEA'], ['IBA'], ['IBA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IDA', 'IBA']]",Fig3D_VertExpanded
GO:BP,GO:0009059,macromolecule biosynthetic process,0.003475516055067806,True,"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",9643,72,48,21026,0.6666666666666666,0.004977704034014311,query_1,"['GO:0009058', 'GO:0043170']","['PARP3', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'SAFB2', 'MBD2', 'SETDB2', 'TBRG4', 'SLTM', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'TAS', 'IEA'], ['IEA'], ['IBA', 'NAS', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IC', 'IEA'], ['IMP'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IBA'], ['TAS'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'NAS'], ['IBA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['TAS', 'NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IC', 'IEA'], ['IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'TAS'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0022414,reproductive process,0.003567323356665231,True,"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]",1608,72,15,21026,0.20833333333333334,0.009328358208955223,query_1,['GO:0008150'],"['YTHDC2', 'YTHDC1', 'PARP11', 'PARP2', 'SAFB2', 'MBD2', 'MYOCD', 'PARP1', 'TIPARP', 'MECP2', 'EDDM3A', 'RNASE10', 'YTHDF3', 'YTHDF2', 'ANG']","[['ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS'], ['IEA'], ['IMP', 'IEA'], ['TAS'], ['ISS', 'IEA'], ['IMP'], ['ISS', 'IEA'], ['NAS']]",Fig3D_VertExpanded
GO:BP,GO:0030522,intracellular receptor signaling pathway,0.0035752303371060566,True,"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]",377,72,7,21026,0.09722222222222222,0.01856763925729443,query_1,['GO:0035556'],"['OAS1', 'ZC3HAV1', 'OAS3', 'SAFB2', 'OASL', 'PARP1', 'SAFB']","[['IMP'], ['IMP'], ['IMP'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IBA']]",Fig3D_VertExpanded
GO:BP,GO:0071897,DNA biosynthetic process,0.0036159410471523893,True,"""The biosynthetic process resulting in the formation of DNA."" [GOC:mah]",172,72,5,21026,0.06944444444444445,0.029069767441860465,query_1,"['GO:0006259', 'GO:0141187']","['PARP3', 'TNKS2', 'HNRNPU', 'TNKS', 'PARP10']","[['TAS'], ['TAS'], ['IMP'], ['IDA', 'IMP', 'TAS'], ['IDA']]",Fig3D_VertExpanded
GO:MF,GO:0035197,siRNA binding,0.0036880484044648264,True,"""Binding to a small interfering RNA, a 21-23 nucleotide RNA that is processed from double stranded RNA (dsRNA) by an RNAse enzyme."" [PMID:15066275, PMID:15066283]",11,73,2,20246,0.0273972602739726,0.18181818181818182,query_1,['GO:0061980'],"['MBD2', 'MECP2']","[['IEA'], ['IEA']]",Fig3D_VertExpanded
GO:CC,GO:0070603,SWI/SNF superfamily-type complex,0.003740415175628353,True,"""A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP."" [GOC:bhm, GOC:krc, GOC:mah, PMID:16155938]",95,73,4,22149,0.0547945205479452,0.042105263157894736,query_1,"['GO:0000785', 'GO:0140513', 'GO:1904949']","['MBD3', 'BAZ2A', 'DEK', 'MBD2']","[['IDA', 'NAS', 'IEA'], ['ISO'], ['IDA'], ['IDA', 'NAS']]",Fig3D_VertExpanded
GO:BP,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,0.00378843149837986,True,"""The series of molecular signals initiated by the binding of a ligand from another organism to a cytoplasmic pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967, PMID:17328678, PMID:18272355, PMID:19531363, PMID:21187438]",174,72,5,21026,0.06944444444444445,0.028735632183908046,query_1,"['GO:0002221', 'GO:0030522']","['OAS1', 'ZC3HAV1', 'OAS3', 'OASL', 'PARP1']","[['IMP'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:CC,GO:0005635,nuclear envelope,0.0038554456532085635,True,"""The double lipid bilayer that encloses the nucleus, separating its contents from the cytoplasm. It consists of an inner and outer nuclear membrane, with an intermembrane space (20-40 nm wide, also called the perinuclear space) between them. The envelope is supported by the nuclear lamina and contains nuclear pore complexes, which regulate molecular transport."" [ISBN:0198547684, PMID:16164970]",519,73,8,22149,0.1095890410958904,0.015414258188824663,query_1,"['GO:0005634', 'GO:0012505', 'GO:0031967']","['CCAR1', 'TNKS2', 'PARP11', 'PARP6', 'PARP16', 'PARP1', 'PARP8', 'TNKS']","[['IDA'], ['IDA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA'], ['IDA'], ['IBA'], ['IDA', 'TAS', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0042221,response to chemical,0.0038790736864484404,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3909,72,26,21026,0.3611111111111111,0.00665131747249936,query_1,['GO:0050896'],"['YTHDC2', 'MBD3', 'OAS1', 'PARP4', 'OAS3', 'OAS2', 'MBD4', 'SAFB2', 'MBD2', 'OASL', 'PARP16', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'SAFB', 'TIPARP', 'MECP2', 'RNASE2', 'RNASE3', 'PARP14', 'YTHDF3', 'XRCC6', 'YTHDF2', 'ANG']","[['IDA'], ['IEA'], ['IDA', 'IMP', 'IEP'], ['NAS'], ['IMP'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['ISS'], ['IDA', 'ISS', 'IEA'], ['IBA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0060759,regulation of response to cytokine stimulus,0.003940883270279454,True,"""Any process that modulates the rate, frequency, or extent of a response to cytokine stimulus."" [GOC:BHF, GOC:dph, GOC:tb]",176,72,5,21026,0.06944444444444445,0.028409090909090908,query_1,"['GO:0034097', 'GO:0048583']","['OAS1', 'OAS3', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:MF,GO:0061980,regulatory RNA binding,0.004325302502413153,True,"""Binding to a small regulatory RNA, a short RNA (usually 50-200 nt long) that is either independently transcribed or processed from a longer RNA by an RNAse enzyme."" [PMID:14622403, PMID:23475961]",51,73,3,20246,0.0410958904109589,0.058823529411764705,query_1,['GO:0003723'],"['MBD2', 'HNRNPU', 'MECP2']","[['IEA'], ['IPI'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:0050829,defense response to Gram-negative bacterium,0.004386107958401304,True,"""Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism."" [GOC:ai]",100,72,4,21026,0.05555555555555555,0.04,query_1,['GO:0042742'],"['RNASE7', 'RNASE3', 'RNASE6', 'RNASE8']","[['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA']]",Fig3D_VertExpanded
GO:BP,GO:0006959,humoral immune response,0.004542527413472551,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",281,72,6,21026,0.08333333333333333,0.021352313167259787,query_1,['GO:0006955'],"['RNASE7', 'RNASE3', 'RNASE6', 'YTHDF2', 'ANG', 'RNASE4']","[['IDA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['TAS'], ['IBA', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0009056,catabolic process,0.0045777391626767435,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2639,72,20,21026,0.2777777777777778,0.007578628268283441,query_1,['GO:0008152'],"['CCAR1', 'YTHDC1', 'ZC3HAV1', 'OAS2', 'FASTKD2', 'FASTKD3', 'MBD4', 'TBRG4', 'FASTKD1', 'YTHDF1', 'HNRNPU', 'TIPARP', 'FASTK', 'RNASE2', 'RNASE3', 'RNASE6', 'YTHDF3', 'YTHDF2', 'ANG', 'FASTKD5']","[['IBA'], ['IEA'], ['IDA', 'IBA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['TAS'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP'], ['IMP'], ['IBA', 'IEA'], ['TAS'], ['TAS'], ['TAS'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0061157,mRNA destabilization,0.0046391965574143655,True,"""Any process that decreases the stability of an mRNA molecule, making it more vulnerable to degradative processes. Messenger RNA is the intermediate molecule between DNA and protein. It includes UTR and coding sequences. It does not contain introns."" [GOC:dph, GOC:jh]",102,72,4,21026,0.05555555555555555,0.0392156862745098,query_1,"['GO:0010629', 'GO:0043488', 'GO:0050779', 'GO:0061014']","['YTHDF1', 'HNRNPU', 'YTHDF3', 'YTHDF2']","[['IDA', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA']]",Fig3D_VertExpanded
